username,date,content,video_title
@lisatufano2874,2 years ago,I was 6 lol papa did preach he was in college to be a preacher.,Madonna - Papa Don't Preach (Official Video) [HD]
@RowanWarren78,1 year ago,Except for the bull fighting,Madonna - Take A Bow (Official Video) [4K]
@tsuneko7468,9 years ago,"+Le Panda Unijambiste, Shashou シャナ C'est juste son personnage préféré c'est pour ça qu'elle s'est cosplayée x3",Madonna - Jump (Official Video) [HD]
@tera0865ab,8 years ago,👍👍,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@hokiefferp,1 year ago,I envy you. I lived with starry nights too but no Madonna. Just cold crisp Andean nights.,Madonna - Lucky Star (Official Video)
@loading...948,2 years ago,Why tho. It sounds out of sync,Madonna - Music (Official Video)
@elultimosonador3958,1 year ago,i cant believe this version is such low quality lol. FOREVER LOVE MY MADONNA THO,Madonna - Celebration (Official Video)
@Ohlalatay13,4 years ago," @stevenmorris2234  Lol did you just put Lady Gaga on the bottom line with Justin, Selena, Charlie Puth and others? Are u crazy, shes a princess of pop, the same league as Britney, Rihanna and Beyonce.",Madonna - Vogue (Official Video)
@ThomasJr,3 years ago,"It's wrong dude, ""Freedom comes when you learn to let go""",Madonna - The Power Of Good-Bye (Official Video)
@kamadowoah4584,4 years ago,Incredibly high production quality. Superb.,Madonna - Rain (Official Video) [HD]
@cassandjsoo3345,7 years ago,Queen of reinvention <3 Amazing album!!!!!,Madonna - Girl Gone Wild (Official Video)
@gregoryhagen8801,3 years ago, @Me-hs4jj  Her most kickass song! Love the video too.,Madonna - Ray Of Light (Official Video) [HD]
@xlovelyskysx,8 years ago,pup lover I'm 13 and I love her music :),Madonna - Borderline (Official Video) [HD]
@allhailthewatcherr,6 years ago,Priscilla Wagner Madonna will always be the most iconic. A white woman standing up for a black boy was huge and almost non existent for when made this.,Madonna - Like A Prayer (Official Video)
@davidmonteiro2005,8 months ago,Yo 🇧🇷,Madonna - Sorry (Official Video) [HD]
@juanbjork,12 years ago,"I played the shit of Erotica Cassette 1992-1993 for a whole year in Texas, I mean that album was very NY dance, Madonna please go back to making artsy pop albums.",Madonna - Celebration (Official Video)
@sergiovasquez8766,5 years ago,I don´t wanna hear. I don´t wanna know. My brain ever time when they speak about covid19 in the news....,Madonna - Sorry (Official Video) [HD]
@ktcarl,2 weeks ago, @diashaliz  Meee 3! This is her best song/video and I'm not even a fan of hers.,Madonna - Beautiful Stranger (Official Video) [HD]
@melosel6793,1 year ago,True beleive nor forget  poor offf,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@ferko41,3 years ago,"Yes,that's wright!",Madonna - Die Another Day (Official Video)
@YlamixMix,1 year ago,Lindo😍,Madonna - Rain (Official Video) [HD]
@ggi6021,6 years ago,Aquí siempre 🇲🇽🇲🇽🇲🇽,"Madonna, Maluma - Medellín"
@fabulousnewt770,4 months ago,Ues😊,Madonna - Ray Of Light (Official Video) [HD]
@judgedbytime,5 years ago,"Some people know a lot more, and could say it a lot better.",Madonna - Lucky Star (Official Video)
@paulaaaaleksandra,3 years ago,Thank u Madonna I love it 🥰 ure absolutely stunning all the best 😘❤💙,Madonna - Justify My Love (Official Video) [HD]
@VoodooDangerbird,3 years ago,She must be your Licky star,Madonna - Borderline (Official Video) [HD]
@layzadasgracas5282,1 year ago,Yeah,Madonna - Girl Gone Wild (Official Video)
@LoiseMadonna,1 year ago,​ @sewshi9899 Hey thanks for the love and support how long have you been a fan,"Madonna, Maluma - Medellín"
@envy99976,5 years ago,This is probably her best performance of Vogue ever!,Madonna - Vogue (MDNA World Tour)
@janethperez8460,5 years ago,"Amazing! I believe you, dear dad of Darcy: You are a lucky man!!",Madonna - Like A Virgin (Official Video)
@liannafomalhaut,7 years ago,Funmi Olaniyi March 2019,Madonna - Express Yourself (Official Video)
@jehuty14,1 month ago,"Creativity, talent, passion – these are elements that have been lost.",Madonna - Who's That Girl (Official Video)
@rots.866,1 year ago,yeah. masterpiece it really is,Madonna - Take A Bow (Official Video) [4K]
@caduteacher,5 years ago,Exactlyyyyyyyyyy,Madonna - American Pie (Official Video) [HD]
@Sowrdou,10 months ago,Guess you were not Argentina :(,Madonna - Don't Cry For Me Argentina (Official Video)
@user-rd4dj8kn2h,4 years ago,jaja hemos crecido mucho yo la recuerdo de cuando tenía como de 10 o 9 tenía una lista de reproducción :u y pues la encontré,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@vertbeke7977,3 years ago,not so random,Madonna - Don't Tell Me (Official Video) [HD]
@edm4321,4 months ago, @pawelkwiatek2598  Mark Romanek gets plenty od credit and acknowledgment as he should. But don't think Madonna didn't have her finger printed all over this too. Her videos is where she has complete control and final edit.,Madonna - Rain (Official Video) [HD]
@rachellelewis4306,4 years ago,Rest in peace to my grandfather Elijah Staley on the guitar. We miss and love you😘💋,Madonna - Secret (Official Video) [HD]
@christinezechner2643,1 year ago,same i just came to watch this video bcs of pose,Madonna - Vogue (Official Video)
@asiabibi5744,11 days ago,Me,Madonna - Back That Up To The Beat (Official Lyric Video)
@susannamawejje4872,7 years ago,"William Wallace die
Susan Namawejje I die",Madonna - Die Another Day (Official Video)
@GregoryGalaTagarao,4 years ago,Borderline,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@fiditril7310,5 years ago,This song is a masterpiece. Still watching in 2020,Madonna - Don't Cry For Me Argentina (Official Video)
@Vail_lover,1 year ago,I am in 2025,Madonna - Back That Up To The Beat (Official Lyric Video)
@zicomendes8047,2 months ago,😢😢😢😢😢😢😢,Madonna - Crazy For You (Official Video)
@elineideramos3559,2 months ago,Sempre ❤faz parte da minha vida 😍,Madonna - Crazy For You (Official Video)
@desireesimmons7594,2 years ago,🙋🏽‍♀️❤,Madonna - Who's That Girl (Official Video)
@amaezingcupcake,4 years ago,YES,Madonna - Material Girl (Official Video) [HD]
@mattlion69,5 years ago, @johnsmith-eq6pw  do you still dance?,Madonna - Ray Of Light (Official Video) [HD]
@bussca,6 years ago,Definitely YES!,"Madonna, Quavo - Eurovision Song Contest 2019"
@barborahodermarska4541,2 years ago,😮😢,"Madonna, Quavo - Eurovision Song Contest 2019"
@micora09sarr81,1 year ago,Hiiii 🎉,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@eldiran2,4 years ago, @gregpringle1299  And probably they were all right--it just gets worse and worse and worse.,Madonna - Frozen (Official Video) [HD]
@randallkoch6183,7 years ago,"Count me in.  The80's were the best.  IMO what they called new wave then, was really rock and roll getting back to the basics.  Definitely miss the 80's; the music and the fashions.",Madonna - Open Your Heart (Official Video) [HD]
@soyamor-v8l,6 years ago,Yo hablo,"Madonna, Maluma - Medellín"
@orxanamirzadehh8238,5 years ago,Im,Madonna - Frozen (Official Video) [HD]
@ximending,6 years ago,All the same for me too!!,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@hamburgarmannen,3 years ago,Mine too! (I slightly understood Your portuguese...),Madonna - Back That Up To The Beat (Official Lyric Video)
@kidanygascot1410,4 years ago (edited),"And don't forget Lady Gaga's Chromatica, which somehow I feel is like the mix between the two Madonna's Grammy Winning masterpieces Ray Of Light and Confessions On A Dancefloor.",Madonna - Ray Of Light (Official Video) [HD]
@Cabsd,9 years ago,that is Michael Jackson not her,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@dartelivedyna5774,4 years ago,Madonna <3,Madonna - Living For Love
@FrankMartinez-p5y,1 year ago,So True Blue !!🎉💙🩵💙🩵🫂😊😅,Madonna - Who's That Girl (Official Video)
@Samantha1970,1 year ago,Three words: Tamara de Lempicka !,Madonna - Express Yourself (Official Video)
@marcosvinnicius9003,7 years ago,UP ❤️,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@ronniechawariya8057,1 year ago,Who's in 2026 ❤,Madonna - Secret (Official Video) [HD]
@frankmnn1,9 years ago,This Vogue Performance took your breath away.,Madonna - Vogue (MDNA World Tour)
@natalie651,3 years ago,The most underrated man in music.,Madonna - Take A Bow (Official Video) [4K]
@helloiwanttootakeoverthewo3217,10 months ago,Megalovania,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@purelysan,3 years ago, @krismatl25  but gaga surpassed her so 🤷‍♀️,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@vaseemhadi8870,5 years ago,"The lack of social media is why she became an overnight sensation. Today, there are so many options for TV, movies and music that it's hard to get everyone's attention and build a fan base",Madonna - Dress You Up (Official Video)
@vinayarya1384,2 years ago,She fits well on dark hair with a perfect dark male.,Madonna - Like A Prayer (Official Video)
@vasiapolozov1306,2 months ago,2026 me,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@kwesiidun8512,3 years ago, @anibalaranguiz6601  – Austin Powers: The Spy Who Shagged Me and Die Another Day.,Madonna - Beautiful Stranger (Official Video) [HD]
@avilioavila2973,12 years ago,lo esta logrando,Madonna - Vogue (MDNA World Tour)
@ElMollitas,3 months ago,ME,Madonna - La Isla Bonita (Official Video)
@conatcha,1 year ago,"Well, she actually had a lot of them because of that but she didn't give a duck and that's the important thing.",Madonna - Express Yourself (Official Video)
@rockstopsthetraffic,2 years ago,Missing the 90's tbh,Madonna - Ray Of Light (Official Video) [HD]
@ashome13,4 years ago,2022!,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@ia7072,3 years ago," @izinn-stein2816  never be a fan of Madonna, but I admit I find perfect in this video. Her hairstyle, makeup, the earrings and the purple color is perfect on her.
Even when I was little I was like ""OK I don't care about her musics but woow she's stunning in this video 😱"" (and my mom was like ""oh yeah... Do you know how years old is she?"")",Madonna - Sorry (Official Video) [HD]
@emmanuilch,3 years ago,i be bro,Madonna - Girl Gone Wild
@viniciusribeiro6451,3 months ago,Very positive thinking 😊,Madonna - Celebration (Official Video)
@KakaA-b1u,1 year ago,Always madonna ❤,Madonna - True Blue (Official Video)
@biharizoltan2,1 year ago,HEKATE,Madonna - Frozen (Official Video) [HD]
@johnjames5882,2 months ago, @El_Nombre-e3x don’t be daft with stupid answers.,Madonna - True Blue (Official Video)
@MichelleN28,1 year ago,Didn’t think they played music at ALL these days 🤷‍♀️,Madonna - Justify My Love (Official Video) [HD]
@JT-OB,1 year ago,Idol much?  🤣🤣🤣,Madonna - Like A Prayer (Official Video)
@michelleshaw95,1 month ago," @lorenzojantociii7394 So cool❤ 
I’m 55 and would have loved to see Madonna in concert in the 80s..❤",Madonna - Dress You Up (Official Video)
@daynawilliams993,8 years ago,Andy Zaturno. She is one brave baby.,Madonna - Vogue (MDNA World Tour)
@tera0865ab,6 years ago,👍👍👍👍,Madonna - Jump (Official Video) [HD]
@sandoval353,6 years ago,"Count me in . I was just a kid then but when the 90s started , everything turned ugly for me . It hasn't changed since.",Madonna - Dress You Up (Official Video)
@duhaldiscovery,7 months ago,Best of better ❤❤❤,Madonna - Papa Don't Preach (Official Video) [HD]
@shadownightwolf,3 months ago,"Silent Hill 2 inspo
Thanks madonna❤",Madonna - Nothing Really Matters (Official Video) [HD]
@SportsHDedits,5 years ago,the power of good bye ?,Madonna - Frozen (Official Video) [HD]
@user-b8m3k,4 months ago,Like what? I noticed this time the two pillars of the mason checker board,"Madonna, Quavo - Eurovision Song Contest 2019"
@REBELHEART-v5o,11 months ago,THE QUEEN 👑 OF POP ❤,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@drewk3646,1 year ago,It shows the absolute desolate state of your church.,Madonna - Like A Prayer (Official Video)
@Holly_xJade,7 years ago,#army,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@martinanugent5045,5 years ago (edited),@Cutting Yoko’s bra! I have never heard that,Madonna - Lucky Star (Official Video)
@lilianaagamennone,7 months ago,❤,Madonna - Express Yourself (Official Video)
@Oliver418,1 year ago,The song is exceptional and was 20 years ahead of its time.,Madonna - Die Another Day (Official Video)
@OzzieBo,1 year ago,"As a teenager, (15) ABBA blows Madonna right out of the water.",Madonna - Hung Up (Official Video) [HD]
@badboyciccone4585,5 years ago,One of her best songs ever. Her music is magic!,Madonna - Open Your Heart (Official Video) [HD]
@tomerx1,4 years ago,hahahahaa nice,Madonna - Frozen (Official Video) [HD]
@merilortega,4 years ago,i want know why 30 second this very short time,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@granddaddyofthemall6320,3 years ago, @markuscruz2539  You sound silly this was great!,Madonna - 2012 Super Bowl Halftime Show
@jameswhiteley6843,6 years ago, @ooogaboooga8648  thank you. She died when I was little.,Madonna - Like A Virgin (Official Video)
@quanashiab.9620,4 years ago (edited), @senpais_little_kohai  I think they meant the 2000s in general,Madonna - Sorry (Official Video) [HD]
@hernandoling5661,1 year ago,Cool,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@DanielVao13,6 years ago (edited),"@Patricio Cabrera she was called old even in 1993, when she was 35. Then when she was 40 and people kept doing ir every decade.",Madonna - Beautiful Stranger (Official Video) [HD]
@nissanmusic141,5 years ago,yes,Madonna - Sorry (Official Video) [HD]
@sinansermet,6 years ago,with almost all of hers too,Madonna - Nothing Really Matters (Official Video) [HD]
@ciprianluchian17,10 days ago,Me ❤,Madonna - Frozen (Official Video) [HD]
@nickcostello,6 years ago,"El tema para mí es pegajoso y el video no me disgustó, pero tampoco me dejó wow
¿Será que Madame X sea un album visual? Eso la salvaría creo 🤔","Madonna, Maluma - Medellín"
@shaynewheeler9249,3 weeks ago,😮😮😮😮😮😮,Madonna - Beautiful Stranger (Official Video) [HD]
@irekciekawski2222,4 years ago,"Yes, it is truth:)🙏🌹",Madonna - Who's That Girl (Official Video)
@ericcogshell8078,6 months ago,This is the life of a showgirl,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@leelee185,4 years ago,🙌🙌🙌🙌🙌🙌🙌🙌,Madonna - Cherish (Official Video) [HD]
@georgeharrison3699,6 years ago,Twifan4ever xx 😭😭I didn’t see that you said the same thing,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@909rhythm,6 years ago, @helloskinny510  its high art !!!,Madonna - Justify My Love (Official Video) [HD]
@user-tg8oo2yb4k,10 years ago,"Your Mama Lmao, your pic is hilarious",Madonna - Ghosttown
@unknonwjb-rk2jz,1 year ago,Na bro 2025,Madonna - Back That Up To The Beat (Official Lyric Video)
@b0ybr0k3n3,1 year ago (edited),"Multiverses, Timelines, Portals. 
Claws, Blades, Bullets. 
LET'S FUCKING GO!",Madonna - Like A Prayer (Official Video)
@rigobertogonzalez6757,1 year ago,Madonna is the queen 👸🏻 of POP and and Icon!! No one will ever come close 💯 I mean NO ONE!!!,Madonna - Vogue (MDNA World Tour)
@Demention94,5 years ago,Yeah all over the place..good singing,Madonna - Ray Of Light (Official Video) [HD]
@nellnee72,8 years ago,"They showed it on Nightline! I remember that. Was a freshman in college at a very conservative Christian school in Mo. The entire dorm, boys and girls, were watching it in the lobby when it came on.",Madonna - Justify My Love (Official Video) [HD]
@howartistworks,11 months ago,🌈🥰,Madonna - Die Another Day (Official Video)
@JamesCimino,1 year ago,The comments on this video are the best hahaha,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@ricky3180,5 years ago, @brewcitymike1  According to you,Madonna - American Pie (Official Video) [HD]
@apusapus-27,5 years ago,Wholesome? Look it up.,Madonna - American Pie (Official Video) [HD]
@roncerod,5 years ago,Watch her #Frozen and #Medellin videos now!,Madonna - Hung Up (Official Video) [HD]
@nicolewilliams8049,2 years ago,Me 🎉,Madonna - Take A Bow (Official Video) [4K]
@ronrodriguez9741,3 years ago,Download and stream #FinallyEnoughLove,Madonna - Express Yourself (Official Video)
@d0g0k,6 months ago,This was so fucking gd,Madonna - Music (Official Video)
@ifollowillingly2,5 years ago,Big Love to you ❤,Madonna - Rain (Official Video) [HD]
@juliagomez9482,6 years ago,😨😨😨😨😨😨😨😨😨,"Madonna, Maluma - Medellín"
@azulk919,2 months ago,"❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥THE 
QUEEN🖤🖤🖤🖤",Madonna - Justify My Love (Official Video) [HD]
@marcos-ll2yr,6 years ago,me,Madonna - Nothing Really Matters (Official Video) [HD]
@LaloPotterJr,1 year ago,Im,Madonna - American Pie (Official Video) [HD]
@timothyspence9009,2 years ago,"The old guard is going down 👎, Yes please",Madonna - Material Girl (Official Video) [HD]
@twice__drippin_stan4676,8 days ago,This is a piece or art if compared to Trashly,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@jimbomac555,9 months ago,"Well, that’s a bit much, but it’s a v good song",Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@bindra82,2 years ago,Absolutely 👌❤️,Madonna - Don't Tell Me (Official Video) [HD]
@jonblaze8898,6 years ago,Hell yeah!  This song will always be my jam!,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@JoseZevallos-m1k,2 months ago,Danny Aiello el súperpapá.,Madonna - Papa Don't Preach (Official Video) [HD]
@roncerod,5 years ago,Let us suppprt Madge and Missy Elliott starting Aug14 for #LevitatingRemix with Dua Lipa.,Madonna - Open Your Heart (Official Video) [HD]
@alexbassi8290,6 years ago,❤,Madonna - Girl Gone Wild
@silverblue-metallic,2 months ago (edited),"Timeless. No matter what, Madonna is the Queen of Pop! ❤",Madonna - Take A Bow (Official Video) [4K]
@skellurip,2 years ago,drugs that's the drugs a lot of drugs,Madonna - Ray Of Light (Official Video) [HD]
@allyreneepenny9447,5 years ago,Yes that's fine art of the 80's💯,Madonna - Who's That Girl (Official Video)
@fabriiiirosso,5 years ago,Meee,Madonna - Frozen (Official Video) [HD]
@Danieenie,4 years ago,I onky love Frozen Madonna And Material ghurl,Madonna - Material Girl (Official Video) [HD]
@JuniorOuro,1 year ago,"Yes, yes very❤",Madonna - La Isla Bonita (Official Video)
@ronaldrodriguez9601,6 years ago,This vid deserves more views. 100M this year should be a possibility.,"Madonna, Maluma - Medellín"
@PeymanT-y8o,11 days ago,💅,Madonna - Who's That Girl (Official Video)
@johalves8241,2 years ago,The queen <3,Madonna - Vogue (MDNA World Tour)
@LailaliylaAaliyah999,2 years ago,Unforgettable experience with you thanks,"Madonna - Vogue (12"" Remix) [Official Video]"
@KimWright-zs4ct,1 year ago,Exactly!!,Madonna - Live To Tell (Official Video)
@drewcorry5056,9 months ago,Absolutely,Madonna - Die Another Day (Official Video)
@idonik4744,9 years ago,This song reminds me when music was about real artists!!!!!!!,Madonna - Rain (Official Video) [HD]
@cunctator3401,6 years ago,"She said ""for those who wait""",Madonna - Hung Up (Official Video) [HD]
@superaa6779,6 years ago,who cares when you listen to it?Great song but I don't understand why people post this comment on songs.,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@Austin_B_Videos,5 years ago,I used to have it when I was younger but I love this song it’s a catchy song,Madonna - Into The Groove (Official Video)
@FluoxTrix,7 years ago,emanuel manson 💋,Madonna - Secret (Official Video) [HD]
@missbeebee2399,2 years ago (edited),"​ @Francloy1 I know, what a shame 😢",Madonna - Dress You Up (Official Video)
@timothychung4811,4 years ago,I believe 'Berkly' also had a course on her as well.,"Madonna - Vogue (12"" Remix) [Official Video]"
@thunder77315,1 year ago,I can still see Wolverine's abs....,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@incufish23,4 years ago,You can feel the love of many types of people in this video. The cinematography is incredible. Very sensual and joyful.,Madonna - Secret (Official Video) [HD]
@Andrepinheiro78,6 years ago,"Clipe maravilhoso!
Madonna sabe como fazer um ótimo uso da cultura latina.","Madonna, Maluma - Medellín"
@luismiguelrico8891,3 years ago, @xgrapher  dé el lunes que me lo bendiga,Madonna - Music (Official Video)
@jackieporteraz,7 months ago,Present!,Madonna - Die Another Day (Official Video)
@gorigraward,5 years ago,Great  Madonna <3<3,Madonna - Jump (Official Video) [HD]
@HaruNoTsuki123,4 weeks ago,Hold my puddle,Madonna - Hung Up (Official Video) [HD]
@tuggleriguenrdnigo6268,7 years ago,2019 <3 I love this Billboard Dance #1 hit ❤️❤️❤️❤️,Madonna - Jump (Official Video) [HD]
@王斌-k1f,2 years ago,Taiwan,Madonna - The Power Of Good-Bye (Official Video)
@mlcdori,3 years ago,Unfortunately people still treat her like that,Madonna - Die Another Day (Official Video)
@JanosTech,1 year ago,aaand it's 2025,Madonna - Hung Up (Official Video) [HD]
@johnnyrodriguez531,6 years ago,it´s awesome,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@israelcicconemdna5292,6 years ago,2020 👌🏼,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@EvelineGosciej,1 month ago,"​ @DionisiaDiona Hey, immer da❤❤❤❤❤",Madonna - Don't Cry For Me Argentina (Official Video)
@MozalinaMadalenaGarcia-l9v,2 years ago,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@ChaChinnngK,11 years ago,Why do you fans always have to bring that crap here  ?,Madonna - Girl Gone Wild (Official Video)
@ivofernandes88,10 years ago,*****  How could i only knew this music some days ago? It's part of my top 10 favorite songs now! I Couldn't agree more with you !,Madonna - Girl Gone Wild
@KübraNurAydın,1 month ago,Madonna makes very meaningful songs. I love her.,"Madonna, Quavo - Eurovision Song Contest 2019"
@roxxylala26,11 years ago,The Queen is still Fierce honey!!!! This is EVERYTHING!!!,Madonna - Vogue (MDNA World Tour)
@MarziaRigo,10 months ago, @martyna8839  on August she will be 67 years,Madonna - Hung Up (Official Video) [HD]
@fernandosantosii5276,3 years ago,pokemon,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@udomeyer3792,9 months ago,Maddy 4ever 😊🙏,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@wiebebosman,6 months ago,Sure🎉 Rejuvinite,Madonna - Live To Tell (Official Video)
@송석호-f6y,1 year ago,I agree with you.,Madonna - Vogue (Official Video)
@remyparaskovia5499,5 years ago,Aww 💖💖💖,Madonna - Into The Groove (Official Video)
@virago1100gw,1 month ago,👍,Madonna - Hung Up (Official Video) [HD]
@brandonaldaymachuse6669,1 year ago,Its rainy season so yes!!,Madonna - Rain (Official Video) [HD]
@someasparagus,6 years ago (edited),I hope everyone watching this knows the song’s true origin of ‘71,Madonna - American Pie (Official Video) [HD]
@mukalazidavis1515,3 years ago,Same here,Madonna - Who's That Girl (Official Video)
@katherineking428,3 years ago,"I absolutely loved it!!! Laughed talk about laugh. Cried shared it with my niece Each girl to there own it seems especially if your mum is on medications.
Thankyou Madonna. Love your career.  🐈‍⬛️ Meow '69 🌼 🌸 🌻 🌹 🏵 🌼",Madonna - What It Feels Like For A Girl (Official Video) [HD]
@Kentiapalme,6 years ago, @discomillennium  and she did it in 2002. brilliant.,Madonna - Die Another Day (Official Video)
@Vitaliy-d8v,10 months ago,Я тут 2025👍,Madonna - The Power Of Good-Bye (Official Video)
@leonardbrown2219,1 year ago,For me she was/is right on time.😊😊😊,Madonna - Vogue (Official Video)
@TAMRA-j4h,2 months ago,Hey what lol,Madonna - True Blue (Official Video)
@asdrubalrojas8443,4 years ago,Me!,Madonna - The Power Of Good-Bye (Official Video)
@nicole.watson,5 years ago, @greciabarraza4986  there’s a documentary about her male dancers from this era and all of them where gay except one,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@stensballe3683,1 year ago,it has zero to do with madonna herself.. What about praising the director etc.?,Madonna - Rain (Official Video) [HD]
@1francissmith,2 years ago,I remember seeing the tour she did right after this -- MDNA-- and when she did Like A Prayer as the 2nd to last song it was so powerful to look around the arena with EVERYONE dancing to one of the most iconic songs of the 80s generation. Imagine that same thing amped up to this stadium!,Madonna - 2012 Super Bowl Halftime Show
@dollyledesma5265,5 years ago,Feb 20,Madonna - 2012 Super Bowl Halftime Show
@JoseRamirez-rq2gj,1 year ago,Like a Prayer is better!,Madonna - You'll See (Official Video)
@itsPaulLucas,4 years ago,I remember being so obsessed with this song back then and it still slaps 14 years later 🥵,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@Jacky-r-Q1,6 years ago,😁,"Madonna, Maluma - Medellín"
@imagenesypalabras1,5 years ago,😮 she's beautiful 😍❤️❤️❤️,Madonna - True Blue (Official Video)
@Duke-Volpe,4 years ago, @сиднипрескотт-щ3л  Her 90's work is superior. Ray of Light is a better album than anything she did in the 80's except Like a Prayer.,Madonna - True Blue (Official Video)
@Ed-lz4jv,2 years ago,"more like one of the Last greats, now I change the channel halftimes  full of crap",Madonna - 2012 Super Bowl Halftime Show
@sonerkamer2678,5 years ago,OMG ur such a mess 😂😂 at least you could have mentioned our s9 assassin Peppermint,Madonna - Music (Official Video)
@jennaroi7791,10 years ago,"+KalvinEllis -- Excpet that Madonna has been said to be history by thousands of people since she began. It is such a bloody old story that it is tiring even to react to it: Yes, she is history - but not in the sense of the day gone by, but in the sense of being eternal. -- '(S)he is god, (s)he is history'/[Material Girl video, 1985].",Madonna - Living For Love
@Ladyrach339,9 months ago,Me this very night!,Madonna - Girl Gone Wild (Official Video)
@christalruiz6310,3 years ago,I was born in 1974 when 1983-84 came around I was 9-10 just getting into music wow what a great time it was Madonna Michael Jackson and Prince loved it best decade for music!,Madonna - Dress You Up (Official Video)
@johngriffin7412,2 months ago,She’s a interrogator of great music she started all the great stage shows and music John,Madonna - 2012 Super Bowl Halftime Show
@denismcauliffe4234,2 years ago,1000% right...excellent..mind blowing...trance like ❤,Madonna - Justify My Love (Official Video) [HD]
