username,date,content,video_title
@lvcasripardo,5 years ago,PERIODT.,Madonna - Justify My Love (Official Video) [HD]
@JesusGomez-ob2qt,2 years ago,"Madonna was better in the 90s when she became an actual artist, her 80s work is safe, generic, by the numbers and that's why it sold well. What made madonna a legend was she decided to take charge and create meaningful art like, like a prayer, erotica, bedtime stories, Ray of light.",Madonna - Cherish (Official Video) [HD]
@izaiahisraiah5731,11 months ago,"Ereplaceable músic, the best times in history",Madonna - Borderline (Official Video) [HD]
@vertbeke7977,2 years ago,♥️👍,Madonna - Express Yourself (Official Video)
@1worldboi,5 years ago,"Too bad it’s not 16:9 or widescreen, at least on my screen. Iconic video though. Thanks for the attempt at HD.",Madonna - Hung Up (Official Video) [HD]
@xervantezxvi5022,7 months ago,I’m here for the queen I love this music,Madonna - The Power Of Good-Bye (Official Video)
@BardoCosmico,3 months ago,"Sólo Argentina pudo haber hecho una leyenda semejante. Evita. Amada y odiada, pero inmortal. Gritará por siempre desde el más allá: No llores por mí, Argentina.",Madonna - Don't Cry For Me Argentina (Official Video)
@SoundsphereRo,5 years ago,always!,Madonna - Nothing Really Matters (Official Video) [HD]
@alexnica4234,1 year ago,Eye of the tiger,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@abbah7116,2 months ago,Me ❤❤❤,Madonna - The Power Of Good-Bye (Official Video)
@naimaboukhouf7357,3 years ago,%100000 a legend is a legend and She always will be,Madonna - Living For Love
@JonathanEcheverri-fc8et,2 days ago,The video modern avant Garde,Madonna - Rain (Official Video) [HD]
@gunnyakdo1653,4 years ago,Haha,Madonna - Who's That Girl (Official Video)
@KelloBoy_18.,6 months ago,Fireboy DML💯🔥,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@CoolianVlogsOficial,11 years ago,:D Thank you from the heart Mert ,Madonna - Living For Love
@markmagician2471,1 year ago,​ @BeavisVolg Then she comes back singing it again until Loki gives up and starts to realize ok she's good,Madonna - Like A Prayer (Official Video)
@thedeceiverck5819,5 years ago,I think that Nora Jones outsold them all.,Madonna - American Pie (Official Video) [HD]
@juanestebanhenaomunoz4171,1 year ago,November jaja,Madonna - Celebration (Official Video)
@stevenschalck2781,3 months ago,And now 30 plus years and its still a fire song,Madonna - Like A Prayer (Official Video)
@minlin7722,7 years ago,Carajo yo también,Madonna - Jump (Official Video) [HD]
@schtufe11,11 years ago,Raziel Valentine I bet you never saw a Gaga Performance :D,Madonna - Vogue (MDNA World Tour)
@francescalegrand4520,4 years ago,Yes.  The 80s rocks and you can dance to this music also !!,Madonna - True Blue (Official Video)
@VegaLira,2 years ago,"Ukraine in chat💙💛💙💛💙💛💙💛
Russians, you think that I can't live without your love?
You'll see
Russians, you think I can't go on another day?

Russians, you think I have nothing
Without you by my side?
You'll see, somehow, someway

Russians, you think that I can never laugh again???
You'll see
Russians, you think that you've destroyed my faith in love?

Russians, you think after all you've done
I'll never find my way back home?
You'll see, somehow, someday!

All by myself
I don't need anyone at all
I know I'll survive🇺🇦🕊
I know I'll stay alive🇺🇦🕊

All on my own
I don't need anyone this time
It will be mine
No one can take it from me🇺🇦
You'll see

Russians, you think that you are strong? But you are weak!
You'll see
It takes more strength to cry, admit defeat

I have truth on my side🇺🇦🕊
Russians, you only have deceit
You'll see, somehow, someday

All by myself
I don't need anyone at all
I know I'll survive
I know I'll stay alive

I'll stand on my own
I won't need anyone this time
It will be mine
No one can take it from me
You'll see

Russians,
You'll see
You'll see
You'll see",Madonna - You'll See (Official Video)
@iv1053,4 years ago (edited),"yeah after you have become extremely rich, you can have fun at any age. I wonder if dancers and actors from the video will do the same?",Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@alfiosciuto8238,4 years ago,Me. Surely.,Madonna - Open Your Heart (Official Video) [HD]
@Whitty4x,2 years ago (edited), @lordfyrex4life970 No…no she’s not😭,Madonna - Dress You Up (Official Video)
@jamesgordon2255,1 year ago,She was quite avant-garde for her time !,"Madonna - Vogue (12"" Remix) [Official Video]"
@babykittyweston2124,3 years ago,I agree 👍 it really does,Madonna - Crazy For You (Official Video)
@dianeten6581,2 months ago,Yes,Madonna - Crazy For You (Official Video)
@Risard_369,11 years ago,esa comparación se debe a que Gaga no para de plagiar a Madonna en muchos aspectos ;),Madonna - Vogue (MDNA World Tour)
@nrantehandad3773,5 years ago,💗💗💗,Madonna - Living For Love
@gnostichkdumhv,1 year ago,"Idk, it's spectacular. 🫶🏻",Madonna - Celebration (Official Video)
@akasataw,2 years ago,ら,Madonna - Dress You Up (Official Video)
@RusselltheG,2 years ago,"Madonna is a mess now, but she was legend. And I will always remember the good times.",Madonna - Open Your Heart (Official Video) [HD]
@HugoCesar-fc6yg,3 months ago,Brasiiilll 🇧🇷,Madonna - Secret (Official Video) [HD]
@angelharlow65,5 months ago,❤️‍🔥,Madonna - Girl Gone Wild
@ajtorres9939,5 months ago,nope,Madonna - Live To Tell (Official Video)
@leah6488,6 years ago,"I actually only watched the movie a few days ago, and I feel the same way. I feel like It was one of the best musicals I have ever seen.",Madonna - Don't Cry For Me Argentina (Official Video)
@starflowers9110,4 years ago,Yes!!!!,Madonna - Don't Tell Me (Official Video) [HD]
@Chuckinch,4 years ago,"I was watching a documentary one night….and the narrator said “no matter what era of music you grew up in, and how many songs you listened to along the way, the music from your teenage years,those songs will always remain close to the heart as they have the fondest and deepest memories attached to them”. Isn’t that such a true statement?",Madonna - Crazy For You (Official Video)
@freethink8235,6 months ago,My song!!!!,Madonna - Music (Official Video)
@Joe.lsilva,1 year ago,Madonna is Madonna.,Madonna - Vogue (MDNA World Tour)
@FatimaVieira-l6d,2 years ago,Brasil! Fortaleza Ceará 😅,Madonna - Papa Don't Preach (Official Video) [HD]
@thessaobi5812,1 year ago,"Yeah...😂
Very true.
Thought so too",Madonna - La Isla Bonita (Official Video)
@kfkt7828,6 months ago,Yeeeeeeeeeees!!!!!!!!!!❤,Madonna - 2012 Super Bowl Halftime Show
@hxneyxqueen5572,5 years ago,Why,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@PrettyGuardian,4 years ago,I would buy that in a heart beat!,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@elenatews1943,2 years ago,2024,Madonna - You'll See (Official Video)
@TheGothGaming,6 years ago,im a hardcore metalhead and still love madonna,Madonna - Sorry (Official Video) [HD]
@UrMotherHubbard,11 months ago,"You need to learn about more music then 😂

Stairway to Heaven is probably the most influential song of all time

Anyone who writes music would probably agree with me instantly",Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@AlG-r1l,4 months ago,"Ей бы в Якутию, вот там просторы и солнце. Воздух настолько чистый, что много институтов есть. Космофизика прямо в центре города.",Madonna - La Isla Bonita (Official Video)
@mariakilinkaridou2206,9 months ago,"Да,   28  июня   2025   ШЕДЕВР!❤",Madonna - You'll See (Official Video)
@redeks7015,3 years ago,Ikr? I'll never get why she decided to go for the blonde look. She's way hotter as a brunette.,Madonna - Like A Prayer (Official Video)
@НнааРрнг,10 months ago,Мне 16 лет было когда песня вышла.,Madonna - Beautiful Stranger (Official Video) [HD]
@beverleymatthews5624,2 years ago,I definitely agree,Madonna - Live To Tell (Official Video)
@carryall69,11 years ago,"TRAPPER JOHN i liked the björk-track the most, then secret and sanctuary and let down your guard. take a bow was to me too soul and r&b and stuff.. but that's ok anyway and so on.. i like her more when she's mysterious or sacred or krass. like avantgard or funky. stuff like that..",Madonna - Girl Gone Wild
@karjalasta,2 years ago,"Corona is still just a beer mate.
...
What else is it? 😂",Madonna - Sorry (Official Video) [HD]
@richsantana3211,10 years ago,AND  NOT ONLY SHE IS 56 SH LOOKS  15 YRS YOUNGER  DARN  ,Madonna - Ghosttown
@ginasousabranco5637,9 years ago,"Each MDNA Tour show with more choreography songs were rehearsed previously.
Meaning that on each night Madonna performed some songs twice: GGW, Revolver, Celebration, EY/BTW, GAYL",Madonna - Vogue (MDNA World Tour)
@TheNiland43,2 years ago (edited),​ @daniellenimeth3939 she is still the queen when there is proof that she's not the queen of pop anymore and someone else has taken over that role with their achievements and influence and rolling stone says otherwise then I'll accept that but until the mean time that has not happened.,Madonna - Papa Don't Preach (Official Video) [HD]
@DSmith-e5e,2 years ago,I  understand that comment and it's PURE FACT,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@ДжонСильверстоун,1 year ago,"Benicio del Toro is sitting on the hood of the car, for this I watched this video))",Madonna - La Isla Bonita (Official Video)
@legshakermaker1968,3 years ago (edited),OK. But I'd challenge the 'huge risk' classification. What was going to happen if it didn't come off? Would she have been destitute and on the streets?,Madonna - Ray Of Light (Official Video) [HD]
@hernandoling5661,3 months ago,❤❤❤,Madonna - Vogue (Official Video)
@arsenalfclondonisred3369,5 years ago,Maria that good to hear i wish to go japan because i watch so many anime so i want see how tokyo looks like,Madonna - Jump (Official Video) [HD]
@cassandjsoo3345,5 years ago,<3,Madonna - Open Your Heart (Official Video) [HD]
@jamesamorimaraujo2939,5 years ago, @adamchebaa3192  Huge sucess!,Madonna - Lucky Star (Official Video)
@hernandoling5661,4 months ago,Me,Madonna - Into The Groove (Official Video)
@sofianaoroibam6418,1 month ago,Coming here after watching boong🤩,Madonna - Like A Virgin (Official Video)
@tonymacintosh3744,6 years ago,i am! stay strong my friend.,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@isisd,4 years ago (edited),I was today years old when I found out the scene of the car crashing in a lamppost of Taylor Swift's Look What You Made Me Do is identical to the one in this video (and it's clearly a reference),Madonna - What It Feels Like For A Girl (Official Video) [HD]
@Riooescobar,4 months ago,me,Madonna - La Isla Bonita (Official Video)
@muhammadbilalmirajdin3764,5 years ago, @EverestMountainHi  not fair ... I agree,Madonna - Secret (Official Video) [HD]
@alpixio,4 years ago,Io,Madonna - The Power Of Good-Bye (Official Video)
@GabrielZimmern,4 years ago,"When she's doing a live, that's exactly what it means, one of the very few artists who can actually sing live.",Madonna - Vogue (MDNA World Tour)
@frenchyman77,3 weeks ago,Me.,Madonna - Live To Tell (Official Video)
@Ily6263,4 years ago,Yes!!!,Madonna - Open Your Heart (Official Video) [HD]
@NavySeal6474,6 years ago,"889, by my count...",Madonna - Don't Tell Me (Official Video) [HD]
@shinnellrodz,2 years ago,meee,Madonna - Don't Tell Me (Official Video) [HD]
@hernandoling5661,1 month ago,Wow,Madonna - Like A Prayer (Official Video)
@peggyteague6825,6 years ago,I'm 56. And still love her. 💕,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@Uziisthebestcharacter,1 year ago,Me,Madonna - Back That Up To The Beat (Official Lyric Video)
@rusirushehan,5 days ago,Sri lanka,Madonna - La Isla Bonita (Official Video)
@PalaszewskiFamily,2 years ago,I'm sorry for your loss.💖,Madonna - Open Your Heart (Official Video) [HD]
@xxdevopoxxpa2525,5 years ago,Great!!!!!,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@redletter2008,5 years ago,Dru Baby - It make you just wanna puke - especially that noise at the end. It sounds like a robot emptying its bowels.,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@RizalBatheki,5 years ago,only TV and radio,Madonna - Like A Virgin (Official Video)
@mehul-su7xj,4 months ago,"HAPPY 100M VIEWSSSSSS!
Perfect timing honestly, hitting 100m views during November, 20 years after confessions was released. And one of Madonna's best songs",Madonna - Sorry (Official Video) [HD]
@huladancer9682,11 months ago,Yes in the 808,Madonna - Dress You Up (Official Video)
@dawlsidraehol7260,7 years ago,She Has 22 International Number 1 Hits 👑👑👑👑!!!!!!!,Madonna - Living For Love
@veggiesarefruits,8 months ago,She's the Queen of Pop! And people need to start putting that respect back on her name!,Madonna - Papa Don't Preach (Official Video) [HD]
@jevgenijagavrilova3851,1 month ago,"Yes,me)",Madonna - Nothing Really Matters (Official Video) [HD]
@jorgearias3940,5 years ago,"I couldn´t agree more buddy!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I´, m breathless.",Madonna - Secret (Official Video) [HD]
@gustavomiguel8124,10 months ago,Yes!,Madonna - Like A Virgin (Official Video)
@tinaguzman777,4 months ago,🙋‍♀️,Madonna - Into The Groove (Official Video)
@sashabertold3731,3 years ago," @TheInterestRates  
I LURVE ARIOSO!
Should've been a single in 1999!
FULL STOP",Madonna - Back That Up To The Beat (Official Lyric Video)
@lateshiachilds3640,1 year ago,This is one of my favorite Madonna songs,Madonna - Who's That Girl (Official Video)
@timcurrie4922,1 year ago,So true! 12-30-24. God's peace to ALL in 2025!,Madonna - Borderline (Official Video) [HD]
@josephdell8056,1 year ago,Yup,Madonna - Lucky Star (Official Video)
@kaysarov5578,2 years ago,Someone from 2024 ?,Madonna - Celebration (Official Video)
@IanBrownMakeUpArtist,6 years ago,VCthaGOATdunker I can’t believe you said “fruits” in reference to the men. I find that really offensive. ❌,Madonna - Justify My Love (Official Video) [HD]
@PaoloLery,2 years ago,Same,Madonna - Who's That Girl (Official Video)
@reapermanslayer,5 years ago,Hands down.....I mean hands on her,Madonna - Open Your Heart (Official Video) [HD]
@mariadelosangelesgonzalezs609,5 years ago,".
Magno ñoños",Madonna - Papa Don't Preach (Official Video) [HD]
@lucardplays2182,5 years ago,"Está versão da música no vídeo é do Trio Above & Beyond, mas cortada para o vídeo.",Madonna - What It Feels Like For A Girl (Official Video) [HD]
@Evnevler,3 years ago,It was a good move,Madonna - Ray Of Light (Official Video) [HD]
@john87442,1 year ago, @AirbenderHawk  facts and it takes a lot for me to cry but this scene and a few other scenes in marvel films I cried 😅 but anything todo with my life I don’t cry for some reason 😂,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@stevenparada8619,5 years ago,my parents,Madonna - True Blue (Official Video)
@maximilianorodriguez1802,5 years ago,Does sarcasm right?,Madonna - Express Yourself (Official Video)
@peterfletcher2424,6 years ago,She’s get slammed for trying to cash in on it all !!!,Madonna - Ghosttown
@JodyRel,3 months ago,God bless you. I'm sure you're a wonderful mom,Madonna - Papa Don't Preach (Official Video) [HD]
@heart-to-heart675,3 years ago,Make contact to lucife  he'll give u,Madonna - Back That Up To The Beat (Official Lyric Video)
@2125168,3 years ago,Ich us dä Schwiiz 🇨🇭,Madonna - The Power Of Good-Bye (Official Video)
@jens.3235,1 year ago,barbz gotta chill bc mdna was on a charity work mission here,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@rs0412,5 years ago,"Doing it now in May, 2020. 😂💕👑",Madonna - Celebration (Official Video)
@abrahambautista1068,3 years ago,Mexico,Madonna - The Power Of Good-Bye (Official Video)
@Geiger1983,7 years ago,@evoucateur you nailed it! Madonna is oncredible and it is a pity how people dimish her today and don't give her credit for having broken so many taboos,Madonna - Justify My Love (Official Video) [HD]
@nbcman67,4 years ago,fart,Madonna - Girl Gone Wild (Official Video)
@jd6473,1 year ago,Hope her tatas still look that good then,Madonna - Like A Prayer (Official Video)
@daniel7u733,1 year ago,Por una apuesta,Madonna - Like A Virgin (Official Video)
@boon1580,5 years ago,nailed it on the nail that nailed it... if that makes sense.,Madonna - Don't Tell Me (Official Video) [HD]
@tempo634,1 year ago,One of the best final stands songs to ever exist. Cannot imagine a better song to be playing as you face your inevitable doom.,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@Decgyrrl,6 months ago,This was one of my favorites by Madonna.  I loved most of her music from back in the day❤,Madonna - True Blue (Official Video)
@misaelperez4100,1 year ago,Yo,Madonna - La Isla Bonita (Official Video)
@JayneTenn,6 years ago,"I remember the media back then believed Cyndi Lauper was the horse to bet on, while Madonna was going to be a flash in the pan. As a kid, but I never understood what that was based on. Just like there was a Prince vs Michael Jackson, why couldn't there be a Madonna vs Cyndi Lauper?",Madonna - Lucky Star (Official Video)
@hernandoling317,5 years ago,Cool,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@LisaBrown-wy9hi,3 years ago,So true!!,Madonna - Express Yourself (Official Video)
@lucaz0901,1 year ago,Me!!!,Madonna - Girl Gone Wild (Official Video)
@rutelel4946,6 years ago,ANDRES MORA p,"Madonna, Maluma - Medellín"
@rinsioio9623,6 years ago,"Hey, yo - 👊💪",Madonna - Die Another Day (Official Video)
@markthackray8132,2 years ago,"No, just you…",Madonna - Don't Tell Me (Official Video) [HD]
@marcricciardi7914,1 year ago,"I was entering corporate infrastructures in the 90s on this much caffeine! 
Perks of the job..mmmm Cawfee!",Madonna - Ray Of Light (Official Video) [HD]
@deccmasd6797,4 years ago,<3333,Madonna - Living For Love
@amandinegregoris120,5 years ago, @zedearl5181  😊,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@Trabacooliasmeni,5 years ago,oh hon NO....,Madonna - Vogue (Official Video)
@SarraTaboubi-k9e,1 year ago,Thank you for Your comments!,"Madonna, Quavo - Eurovision Song Contest 2019"
@demondsims5411,1 year ago,I agree on that one😃,Madonna - Cherish (Official Video) [HD]
@Meesterbigger,1 year ago,If you ever doubted Madonna's singing skills this should remove any doubts........magnificent,Madonna - Don't Cry For Me Argentina (Official Video)
@ceciliapakito3737,2 years ago,😂,Madonna - Hung Up (Official Video) [HD]
@GemPotagueule,5 years ago (edited),"2021? We are kind of ""the 2k20 survivors"" 

""Rest in Beats"" to all the fallen ones tho, gone but never forgotten 💜",Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@amorgladiador8856,1 year ago, @jackl8025  Not absolutely. She was early 40s and she kept in shape. In her 50s sure. But here it's entirely possible,Madonna - Ray Of Light (Official Video) [HD]
@iieerraa,2 years ago,"'Ray of Light' is a special album, one for the ages. No doubt in my mind. People can say what they want about Madonna but her music will pass the test of time",Madonna - The Power Of Good-Bye (Official Video)
@kuDeg,6 years ago,Thank you for your music Mello-donna <3<3<3!!!!!,Madonna - Jump (Official Video) [HD]
@dariomeirelles9366,2 years ago,"A 1a é dancin Queen,do ABBA",Madonna - Borderline (Official Video) [HD]
@stopdeforestation,11 months ago,It's sad to see the debate over MJ vs Madonna. I like both so I'm not taking a side. Both are far superior to most of the crap called music since 2007 onwards,Madonna - Dress You Up (Official Video)
@megansmith1528,5 years ago,LIKE!!!!,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@kiyahrenae,4 years ago,Same 😭,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@successstories2452,5 years ago,Why will I be legend tho?,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@dickydoodleink,9 years ago,"no im bi sexual, i do yoga, i aint bitter because i dont base my life on how i look and how many people i fuck lol
 and i dont give up, thanks",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@Rae_Mondé,4 years ago,Don’t forget Scott storch.just saying....,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@davidnesbit45,6 years ago,"These were great days, but......the best days of our lives are the ones we are living now. Not the ones that are in the past, or the ones still to come. It has to be that way because if not we're wasting our lives thinking of other days. 30 years ago we were young and out with our mates, travelling around and having fun, but now time and us have moved on. We might be married now, with grown-up kids, or in settled jobs, or any other things, but these are the days we should be living.",Madonna - Cherish (Official Video) [HD]
@eimyallynson9988,4 years ago,"This is also more about the movie “Dangerous Liaisons” Madonna is even wearing one of the dresses Glenn Close wore for that movie. They were on tour in France, and they were playing charades, and one of the charades was “Dangerous Liaisons” Madonna said it was very Vogue.",Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@yarrowAc,5 years ago, @cloudspecs3864  ur so naive,"Madonna, Quavo - Eurovision Song Contest 2019"
@anndrewlisboa3106,5 years ago,❤️❤️❤️,Madonna - American Pie (Official Video) [HD]
@cavuk7657,1 year ago,Damn right 2025 here real music never dies,Madonna - Live To Tell (Official Video)
@iftyhargil8359,6 years ago, @BluePikmins  Stop writing that the problem was that there was something wrong with the tunes. There were no technical issues reported and this is now how a performance with an autotune issue sounds like.,"Madonna, Quavo - Eurovision Song Contest 2019"
@alexsiqueira9536,4 years ago,eu te amo jeanne beijos,Madonna - Who's That Girl (Official Video)
@Bardock025,6 years ago,See Debbie Harry,Madonna - Like A Virgin (Official Video)
@wyomingadventures,6 years ago,What a difference between the two. And it still sounds bad after they tried to fix it. 🙁,"Madonna, Quavo - Eurovision Song Contest 2019"
@aleczhurbin,2 years ago,This song subtly conveys the soul of a woman & The Power Of Good-Bye!?:hand-purple-blue-peace:,Madonna - You'll See (Official Video)
@wadsramen,7 years ago,Madonetes!!!,Madonna - Celebration (Official Video)
@inijedarfamily11025,3 months ago,boycott lgbt,Madonna - Vogue (MDNA World Tour)
@ClaudiaEscobar-s9j,1 month ago,❤😅❤❤❤❤❤,Madonna - 2012 Super Bowl Halftime Show
@brandywelch9296,8 years ago,Sheels1976 hi,Madonna - True Blue (Official Video)
@LilleSander,9 years ago,The 80's was the best. Im 43 years old - and still love Madonna.,Madonna - Open Your Heart (Official Video) [HD]
@karynapalacios6435,2 years ago,Definetly is true,Madonna - Live To Tell (Official Video)
@vertbeke7977,3 years ago,Yeah,Madonna - Girl Gone Wild (Official Video)
@irmajurginauskaite9245,6 years ago,"La

.


Tk",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@heeeeeeersrossy,2 years ago," @kaisanderson9616  there is no such thing as perfection. But Madonna had everything in almost perfect proportion...not to mention an angelic face. Mate, she WAS stunning! And let's face it, it wasn't just her voice that got her noticed, lol.",Madonna - Cherish (Official Video) [HD]
@MorganKyleYancey,9 months ago,I Am,Madonna - Lucky Star (Official Video)
@LyubomirPetkov,9 months ago,2026,Madonna - You'll See (Official Video)
@katiuska9496,1 month ago,​ @joeugartechea4918 Madonna is amazing a great singer and I admire how she try to do a better world like MJ and Princess Diana they were good person with their acts.,Madonna - Open Your Heart (Official Video) [HD]
@jolantaglowacka4228,1 year ago,Yes ❤,Madonna - Live To Tell (Official Video)
@rumamdirita5258,6 years ago,I love this masterpiece in 2020!!!!!,Madonna - Rain (Official Video) [HD]
@mellorsandra,8 months ago,Me ❤❤🎉🎉😊😊 🙋‍♀️🙋‍♀️,Madonna - Who's That Girl (Official Video)
@Dioioego-x5q,5 years ago,"Paelorian you got it wrong with the ‘they are not diverse’ 

* The ‘white’ is Muslim, is named Salim, was born in the most Arabic area in West Europe ,Antwerp, to Belgian-Moroccan parents.

* José Gutiérrez parents emigrated from the Dominican Republic.

*Luis Camacho has Puerto Rican parents. 

*Gabriel Trupin born in California, of Latin descent 

*Kevin Stea has Asian origins 

*Carlton Wilborn and Oliver Crumes are the only 2 African American dancers. 

Not to mention the back up dancers...",Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@Igor-y5c4p,1 day ago,wonderful,Madonna - Back That Up To The Beat (Official Lyric Video)
@missourigreen051,3 years ago,"Fight Club, Existenz, Sleepy Hollow, Idle Hands, House on Haunted Hill, Go, Toy Story 2, The Blair Witch Project, The Sixth Sense, The Matrix, Election, Lake Placid, South Park Bigger Longer and Uncut, Being John Malkovich. I still haven't seen Nick Cage's Bringing Out the Dead from 1999 but I do have interest in it and will try to watch it someday.",Madonna - Beautiful Stranger (Official Video) [HD]
@NebLleb,2 years ago,"And also, this video is somehow a much better 40th anniversary celebration of the James Bond franchise.... Than the film it opens!


Funny, huh?",Madonna - Die Another Day (Official Video)
@moreitsdavid8589,10 years ago,"i can afford anything id like, Never had a problem of wanting something i havnt got the money for.",Madonna - Ghosttown
@REBELHEART-v5o,7 months ago,MADONNA IS THE QUEEN 👑,Madonna - Back That Up To The Beat (Official Lyric Video)
@remyparaskovia5499,9 years ago,***** yes that exactly ,Madonna - Secret (Official Video) [HD]
@MegaMansMovie,10 years ago,Harry Tomlinson. Europe sucks tbh. I live in London and I would do anything to move to Amman mostly because most of my family lives there.,Madonna - Ghosttown
@SG-bk7pb,6 years ago,She was grunge before grunge. Back then we called it broke.,Madonna - Borderline (Official Video) [HD]
@joelmani13,3 years ago,Bnbe63884intent 3sis 4,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@ommesh5097,3 weeks ago,March,Madonna - Hung Up (Official Video) [HD]
@arebelligoudrege6416,7 years ago,great!!!!!!!!!!!,Madonna - American Pie (Official Video) [HD]
@Ejector_Thrills,5 years ago,Was literally about to comment this Weird Al's the best,Madonna - Like A Virgin (Official Video)
@owain.b3070,6 years ago (edited),"@Oral Sinner I absolutely don't know why I was angry...🙄😕😐 🤦‍♂️Ok she's a goddess, and especially a queen 🤩 👑💃🏼",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@micaelfinley9379,2 years ago,FACTS,Madonna - Dress You Up (Official Video)
@olsonmarcano2549,3 years ago,3113,Madonna - Don't Cry For Me Argentina (Official Video)
@rblxbreezy6427,6 years ago,HAHA,Madonna - Like A Virgin (Official Video)
@pamelahowell2082,5 years ago,...live...work...POSE!!!,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@cant-git-ryght,2 years ago,💯,Madonna - Ray Of Light (Official Video) [HD]
@maynardsmuse714,3 years ago, @ameilioracryptos5298  Handmaids Tale on its way.,Madonna - Papa Don't Preach (Official Video) [HD]
@danthonytapia,11 months ago,"This is the Best remix or versión oficial Vogue, (Q mix) from Immaculate collection is shit","Madonna - Vogue (12"" Remix) [Official Video]"
@RDeGregory,3 years ago, Philip Thompson  Right that their plans have already been foiled.,"Madonna, Quavo - Eurovision Song Contest 2019"
@AndersonNunesferreira-l5o,4 months ago,Brasil,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@Euroviking86,7 years ago,Amazing analysis! Very thoughtful!,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@moonprincesst.s.h.4ever115,1 year ago,Madonna must be so proud! I know that I am! I was a little girl when this song was released and now it is saving Multiverse and the MCU! 😁🥰❤💛,Madonna - Like A Prayer (Official Video)
@95KIPPIE,6 years ago,It was an amazing time!!,Madonna - Into The Groove (Official Video)
@mattspencer6154,3 years ago,This needs to be top comment.,Madonna - Justify My Love (Official Video) [HD]
@yoursocialistbestie3333,6 years ago, @dieterwashere  for halloween people still wear britney spears baby one more time and MTV slave 4 u costumes,Madonna - Like A Virgin (Official Video)
@kimikc98,1 year ago,ahora casi el 1 de diciembre,Madonna - La Isla Bonita (Official Video)
@dhillanchandramowli5670,1 year ago,"EXACTLY. It is a moment, a fully transcendent work of art. A fucking tipping point for culture, in general. This song doesn't get its flowers.","Madonna - Vogue (12"" Remix) [Official Video]"
@mariacatalinapinzon,6 years ago,"SI claro, Por Detroit","Madonna, Maluma - Medellín"
@jennyperpa5302,1 year ago,It's time.,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@Сороков,4 months ago,"Прошло много лет, а ощущения всё те же.",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@LMA-369,5 months ago,What the ?,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@ShurikLeva1984,10 months ago,У нас во́й6а,Madonna - American Pie (Official Video) [HD]
@luciepalmer6974,1 year ago,My audhd head love this!,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@wolfdogalsatian,1 year ago,how did she not have cellulite? D:,Madonna - Hung Up (Official Video) [HD]
@heinipups8412,1 year ago,Me too,Madonna - Take A Bow (Official Video) [4K]
@reec5905,10 years ago,"***** That's partly untrue. When Michael Jackson announced his comeback tour in 2009 his album sales experienced a surge, indicating that he was becoming relevant again.",Madonna - Living For Love
@wyganter,7 years ago,"Background singers. In addition to harmonies, they track her vocals and hit the notes Madonna can’t reach.",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@arielanderic,7 years ago, @ericaespinosa4030  My thoughts exactly!,Madonna - Jump (Official Video) [HD]
